83826;Poking something so it slightly moves
41442;Taking something from somewhere
70881;Moving something across a surface without it falling down
43164;Wiping something off of something
81903;Touching (without moving) part of something
70800;Something colliding with something and both come to a halt
96978;Putting something upright on the table
65261;Showing that something is inside something
14224;Pretending to poke something
63321;Pushing something onto something
90477;Folding something
31386;Digging something out of something
17295;Putting something that cannot actually stand upright upright on the table, so it falls on its side
84076;Throwing something in the air and catching it
59611;Pretending to sprinkle air onto something
84699;Pretending to pick something up
47820;Pushing something so that it falls off the table
37698;Pretending to throw something
93469;Moving something away from the camera
36207;Pushing something so that it slightly moves
6756;Showing something on top of something
94355;Dropping something onto something
101569;Pushing something so that it almost falls off but doesn't
51104;Pouring something into something
12168;Failing to put something into something because something does not fit
27192;Removing something, revealing something behind
46137;Pretending to open something without actually opening it
54483;Putting something behind something
54182;Touching (without moving) part of something
88347;Moving something towards the camera
17160;Putting something that cannot actually stand upright upright on the table, so it falls on its side
20623;Moving something and something so they collide with each other
15441;Pretending to pick something up
15396;Something falling like a feather or paper
40321;Plugging something into something
49838;Pulling two ends of something but nothing happens
12341;Plugging something into something but pulling it right out as you remove your hand
16045;Moving something away from something
39955;Pretending to spread air onto something
39426;Plugging something into something
95453;Pulling two ends of something but nothing happens
35198;Poking something so that it spins around
31744;Moving something and something closer to each other
20732;Pushing something from right to left
27804;Putting something in front of something
100613;Something falling like a feather or paper
63579;Pretending to put something on a surface
30291;Closing something
63336;Rolling something on a flat surface
101638;Showing that something is empty
41882;Unfolding something
94110;Showing a photo of something to the camera
22815;Digging something out of something
95027;Pretending to put something underneath something
26957;Putting something that can't roll onto a slanted surface, so it stays where it is
79787;Moving something away from the camera
58421;Closing something
15784;Pretending to open something without actually opening it
38855;Stacking number of something
92171;Moving something away from something
75320;Putting something behind something
38304;Throwing something in the air and catching it
23939;Moving something down
64799;Showing something next to something
66557;Twisting something
16698;Throwing something
53003;Putting number of something onto something
38011;Putting something onto something else that cannot support it so it falls down
66847;Moving something away from the camera
82055;Putting something that cannot actually stand upright upright on the table, so it falls on its side
62261;Showing a photo of something to the camera
79809;Putting something onto something
57900;Turning the camera right while filming something
101023;Something colliding with something and both are being deflected
64107;Holding something
97740;Turning something upside down
98754;Stuffing something into something
101849;Pretending to pick something up
20438;Moving something up
81221;Showing something to the camera
88476;Showing that something is inside something
19189;Putting something that cannot actually stand upright upright on the table, so it falls on its side
24039;Pretending to put something next to something
25762;Showing that something is inside something
90155;Showing something to the camera
78633;Showing a photo of something to the camera
40616;Pretending to throw something
40693;Moving something across a surface without it falling down
94299;Holding something behind something
50787;Putting something onto something
10509;Spinning something so it continues spinning
47186;Folding something
75991;Unfolding something
94072;Putting something onto a slanted surface but it doesn't glide down
31565;Tipping something with something in it over, so something in it falls out
100673;Bending something so that it deforms
25190;Putting something that cannot actually stand upright upright on the table, so it falls on its side
20437;Showing something behind something
40591;Pretending to put something on a surface
55451;Dropping something onto something
78784;Pretending to poke something
62534;Scooping something up with something
25988;Removing something, revealing something behind
42749;Turning the camera downwards while filming something
9183;Poking something so that it falls over
37031;Tipping something with something in it over, so something in it falls out
46114;Putting something into something
90667;Dropping something next to something
103271;Putting something that can't roll onto a slanted surface, so it stays where it is
37144;Putting something that can't roll onto a slanted surface, so it stays where it is
26018;Removing something, revealing something behind
19535;Poking a stack of something so the stack collapses
80581;Pretending to sprinkle air onto something
28394;Moving something down
51576;Spilling something onto something
46598;Lifting something up completely, then letting it drop down
89552;Pulling something from left to right
68482;Taking something from somewhere
70548;Pretending to pour something out of something, but something is empty
92398;Showing something on top of something
57277;Opening something
55798;Pretending to put something next to something
46561;Opening something
86593;Pushing something off of something
53029;Showing something behind something
41973;Stacking number of something
45070;Holding something in front of something
40266;Attaching something to something
86596;Approaching something with your camera
65907;Putting something next to something
11021;Turning something upside down
58576;Taking something from somewhere
55784;Putting something next to something
13448;Pretending to put something into something
10392;Lifting something up completely without letting it drop down
24104;Poking something so it slightly moves
91840;Pushing something onto something
25620;Stacking number of something
78404;Moving something and something away from each other
63891;Opening something
18889;Pretending to put something underneath something
83416;Lifting a surface with something on it but not enough for it to slide down
10272;Showing something to the camera
84792;Showing something behind something
79655;Showing something behind something
102498;Trying to bend something unbendable so nothing happens
18467;Turning the camera upwards while filming something
30671;Lifting something up completely, then letting it drop down
14791;Trying to bend something unbendable so nothing happens
26584;Pretending to put something on a surface
87153;Spinning something that quickly stops spinning
32088;Pretending to put something next to something
73525;Letting something roll down a slanted surface
68991;Lifting up one end of something without letting it drop down
13498;Poking something so it slightly moves
54198;Spreading something onto something
56280;Pushing something onto something
16520;Something falling like a feather or paper
67956;Putting something on the edge of something so it is not supported and falls down
37831;Taking something out of something
88372;Lifting up one end of something without letting it drop down
45884;Moving something up
40125;Closing something
12790;Pretending to put something into something
20808;Poking something so lightly that it doesn't or almost doesn't move
69385;Dropping something onto something
51090;Turning the camera left while filming something
23419;Turning the camera downwards while filming something
95851;Pretending to take something out of something
93777;Turning the camera downwards while filming something
63348;Dropping something in front of something
68993;Attaching something to something
7544;Showing something on top of something
7122;Pushing something so that it almost falls off but doesn't
79527;Tipping something over
92109;Showing a photo of something to the camera
34093;Hitting something with something
97046;Pretending or failing to wipe something off of something
88379;Taking something out of something
18134;Taking something from somewhere
47869;Dropping something in front of something
90051;Pretending to poke something
81827;Moving something and something so they pass each other
92914;Throwing something in the air and catching it
53223;Moving something and something closer to each other
96423;Putting something upright on the table
84191;Trying to bend something unbendable so nothing happens
28605;Pulling something out of something
47691;Pretending to take something out of something
13009;Moving something away from the camera
27326;Moving something down
12272;Showing a photo of something to the camera
51883;Showing something behind something
80618;Showing something behind something
22644;Putting something onto something else that cannot support it so it falls down
56231;Turning the camera right while filming something
49209;Pretending to turn something upside down
46080;Putting something behind something
93955;Tilting something with something on it until it falls off
44603;Tipping something over
9764;Pushing something so that it almost falls off but doesn't
26987;Lifting something up completely, then letting it drop down
96569;Lifting something up completely, then letting it drop down
25866;Moving away from something with your camera
47557;Unfolding something
10166;Holding something next to something
6703;Letting something roll along a flat surface
21131;Digging something out of something
15967;Pretending to turn something upside down
90701;Putting something similar to other things that are already on the table
61302;Pouring something into something until it overflows
45681;Holding something behind something
12437;Pouring something out of something
86161;Putting something on a surface
14538;Holding something
21541;Piling something up
68831;Showing something on top of something
36071;Burying something in something
8614;Laying something on the table on its side, not upright
103835;Showing a photo of something to the camera
69245;Pushing something so that it falls off the table
6271;Turning the camera downwards while filming something
82142;Trying to bend something unbendable so nothing happens
51750;Pretending to poke something
31959;Showing a photo of something to the camera
71922;Turning the camera right while filming something
26454;Poking a stack of something so the stack collapses
14759;Pretending to pick something up
70519;Showing that something is inside something
65678;Spinning something that quickly stops spinning
63344;Plugging something into something
32151;Putting something that can't roll onto a slanted surface, so it slides down
49558;Laying something on the table on its side, not upright
40965;Approaching something with your camera
91911;Pretending to throw something
59146;Dropping something next to something
12610;Pretending to pour something out of something, but something is empty
48123;Pushing something with something
65178;Putting something in front of something
16879;Removing something, revealing something behind
82513;Pretending to scoop something up with something
88172;Bending something so that it deforms
36805;Pushing something from left to right
72739;Tilting something with something on it slightly so it doesn't fall down
77877;Something falling like a rock
46763;Lifting up one end of something, then letting it drop down
41881;Moving part of something
38946;Removing something, revealing something behind
78443;Turning the camera left while filming something
33562;Picking something up
95777;Spinning something that quickly stops spinning
50403;Lifting something up completely, then letting it drop down
103274;Turning the camera downwards while filming something
25555;Bending something so that it deforms
96165;Turning the camera upwards while filming something
37475;Tipping something over
19262;Letting something roll along a flat surface
31724;Digging something out of something
9571;Moving away from something with your camera
14327;Pulling two ends of something but nothing happens
99800;Moving something and something closer to each other
13926;Pulling something from left to right
7107;Pretending to put something into something
10167;Pretending to take something out of something
46697;Bending something until it breaks
91886;Holding something behind something
19212;Moving something towards the camera
8471;Moving something across a surface until it falls down
92565;Pulling something out of something
75664;Pushing something so that it almost falls off but doesn't
92042;Holding something behind something
75948;Turning the camera downwards while filming something
10521;Something colliding with something and both come to a halt
63744;Spreading something onto something
45548;Taking something from somewhere
75062;Pretending to put something underneath something
78384;Letting something roll down a slanted surface
36237;Tilting something with something on it slightly so it doesn't fall down
11670;Poking something so it slightly moves
92047;Pretending to close something without actually closing it
97342;Plugging something into something
11395;Spilling something next to something
26778;Wiping something off of something
52596;Digging something out of something
16518;Plugging something into something
9066;Pushing something so that it slightly moves
15443;Pretending to poke something
37219;Folding something
30042;Tearing something just a little bit
70700;Tearing something just a little bit
31577;Wiping something off of something
64286;Pulling two ends of something but nothing happens
45796;Poking something so that it spins around
41195;Pretending to open something without actually opening it
90225;Opening something
50616;Folding something
78220;Putting something underneath something
47606;Pretending to throw something
103728;Moving something and something away from each other
102806;Pretending to put something on a surface
102120;Putting something and something on the table
42809;Tearing something just a little bit
56546;Tipping something over
42438;Lifting something with something on it
81324;Throwing something against something
91179;Throwing something
43751;Holding something in front of something
23707;Turning the camera left while filming something
68578;Dropping something into something
85471;Moving something and something closer to each other
42931;Showing something on top of something
14373;Pushing something onto something
16629;Holding something in front of something
47677;Holding something
103048;Plugging something into something but pulling it right out as you remove your hand
46685;Spinning something that quickly stops spinning
32611;Showing something next to something
48841;Moving part of something
63722;Turning the camera left while filming something
87022;Throwing something in the air and catching it
44700;Removing something, revealing something behind
48327;Moving away from something with your camera
65735;Pushing something from right to left
43094;Showing something on top of something
6812;Turning something upside down
57317;Putting something upright on the table
63395;Poking something so it slightly moves
24003;Picking something up
34466;Folding something
50845;Putting something into something
42895;Picking something up
8818;Tipping something with something in it over, so something in it falls out
12963;Pretending to poke something
59927;Taking one of many similar things on the table
63221;Putting number of something onto something
55381;Pretending to put something into something
101712;Pulling something from left to right
18699;Pretending to take something out of something
17216;Holding something
8794;Holding something over something
67194;Holding something next to something
41825;Putting something in front of something
57397;Moving something closer to something
7236;Dropping something behind something
42505;Digging something out of something
47163;Pushing something from left to right
32339;Stacking number of something
30632;Letting something roll up a slanted surface, so it rolls back down
66484;Pushing something off of something
7131;Pretending to poke something
7863;Showing a photo of something to the camera
94528;Pretending to put something onto something
93053;Squeezing something
42728;Pushing something from left to right
41515;Uncovering something
10511;Moving something away from the camera
48190;Pulling something out of something
89265;Twisting something
40407;Dropping something next to something
97405;Pretending to scoop something up with something
78038;Pushing something so that it almost falls off but doesn't
92478;Bending something until it breaks
84201;Throwing something in the air and catching it
23589;Taking one of many similar things on the table
40622;Moving part of something
15361;Lifting something up completely, then letting it drop down
75961;Unfolding something
82975;Taking something from somewhere
9089;Lifting something with something on it
40972;Pretending to throw something
85176;Dropping something onto something
34731;Putting something similar to other things that are already on the table
56305;Plugging something into something but pulling it right out as you remove your hand
92559;Turning the camera downwards while filming something
55514;Moving something up
30196;Folding something
32793;Lifting something up completely, then letting it drop down
28555;Trying to pour something into something, but missing so it spills next to it
91885;Moving something towards the camera
61472;Letting something roll along a flat surface
100225;Pretending to spread air onto something
103401;Putting something that can't roll onto a slanted surface, so it slides down
24253;Taking something out of something
97380;Pretending to poke something
57489;Tearing something into two pieces
12947;Putting something next to something
8511;Pretending to open something without actually opening it
76300;Turning something upside down
94777;Moving something and something so they pass each other
18125;Taking one of many similar things on the table
79392;Moving something towards the camera
87769;Poking something so it slightly moves
72531;Throwing something against something
87662;Pulling something from behind of something
19789;Touching (without moving) part of something
14803;Pretending to pick something up
40783;Pushing something so it spins
13213;Trying to pour something into something, but missing so it spills next to it
52351;Moving something towards the camera
89488;Bending something so that it deforms
87190;Pushing something off of something
56588;Pretending to put something behind something
10391;Moving something towards the camera
28727;Scooping something up with something
61534;Pushing something from left to right
13147;Showing something next to something
28787;Throwing something onto a surface
87005;Turning the camera right while filming something
57506;Taking something from somewhere
30545;Wiping something off of something
15104;Moving something towards the camera
76029;Hitting something with something
21128;Moving something closer to something
8630;Putting something and something on the table
18024;Bending something until it breaks
65887;Hitting something with something
52376;Holding something
33372;Burying something in something
11137;Putting something next to something
91415;Pushing something so that it almost falls off but doesn't
96493;Pulling two ends of something so that it separates into two pieces
59469;Opening something
87356;Spreading something onto something
86376;Pulling two ends of something so that it gets stretched
35993;Something falling like a rock
101346;Pretending to throw something
90689;Pretending to put something next to something
95122;Showing a photo of something to the camera
15219;Taking something out of something
56065;Taking something out of something
37938;Pretending to turn something upside down
92412;Pretending to put something next to something
88956;Putting something similar to other things that are already on the table
79234;Rolling something on a flat surface
12307;Pulling something from left to right
35922;Pretending to put something behind something
62047;Taking one of many similar things on the table
74880;Moving part of something
36158;Showing something next to something
29090;Pulling something from left to right
42155;Pouring something onto something
93373;Something falling like a feather or paper
39213;Bending something so that it deforms
60407;Lifting up one end of something, then letting it drop down
10246;Pretending to close something without actually closing it
98706;Putting something and something on the table
90684;Tipping something with something in it over, so something in it falls out
75739;Pushing something so it spins
78983;Squeezing something
78474;Turning the camera right while filming something
47053;Showing something next to something
56229;Burying something in something
16634;Lifting up one end of something without letting it drop down
61219;Pushing something so that it slightly moves
51667;Piling something up
85527;Pretending to put something on a surface
76836;Pushing something so that it falls off the table
10030;Pouring something into something until it overflows
15425;Putting something onto something else that cannot support it so it falls down
16434;Throwing something in the air and letting it fall
64159;Pretending to take something out of something
50919;Pushing something so that it slightly moves
87763;Twisting something
92235;Touching (without moving) part of something
91279;Approaching something with your camera
28001;Pulling something from right to left
84464;Scooping something up with something
86357;Letting something roll down a slanted surface
35048;Turning something upside down
69315;Uncovering something
18140;Poking something so lightly that it doesn't or almost doesn't move
46133;Bending something so that it deforms
9909;Putting something onto a slanted surface but it doesn't glide down
8634;Tilting something with something on it until it falls off
82108;Showing something to the camera
61946;Pretending to take something out of something
87972;Something falling like a rock
48785;Pretending to take something from somewhere
48958;Showing something to the camera
7841;Turning the camera upwards while filming something
57756;Turning the camera left while filming something
51413;Stacking number of something
95260;Showing that something is inside something
93457;Pretending to put something next to something
69327;Putting something onto something
89562;Plugging something into something
93816;Letting something roll up a slanted surface, so it rolls back down
71257;Dropping something into something
59981;Pushing something so that it almost falls off but doesn't
56552;Piling something up
98485;Opening something
20018;Showing something behind something
64444;Something being deflected from something
80069;Throwing something in the air and catching it
25498;Putting number of something onto something
53552;Lifting a surface with something on it but not enough for it to slide down
70175;Something colliding with something and both are being deflected
49884;Lifting something with something on it
39049;Putting something on the edge of something so it is not supported and falls down
76529;Moving something and something so they collide with each other
70935;Lifting something with something on it
99393;Lifting up one end of something without letting it drop down
44576;Spinning something that quickly stops spinning
48406;Something falling like a rock
87542;Showing that something is empty
61588;Attaching something to something
59953;Moving part of something
39039;Pretending to put something next to something
47417;Holding something
24478;Poking something so lightly that it doesn't or almost doesn't move
100376;Tearing something just a little bit
13773;Pretending to be tearing something that is not tearable
31546;Sprinkling something onto something
8437;Pretending to put something underneath something
33825;Turning the camera left while filming something
50731;Putting something that can't roll onto a slanted surface, so it stays where it is
56953;Moving something closer to something
25848;Pretending to turn something upside down
45279;Throwing something in the air and catching it
53065;Dropping something into something
103026;Lifting up one end of something, then letting it drop down
73711;Stuffing something into something
14706;Spinning something so it continues spinning
92877;Closing something
16606;Dropping something in front of something
60263;Uncovering something
93558;Putting something underneath something
34682;Picking something up
65681;Putting something behind something
77532;Turning the camera downwards while filming something
90602;Spinning something that quickly stops spinning
95765;Dropping something in front of something
32050;Unfolding something
61698;Putting something similar to other things that are already on the table
28462;Something colliding with something and both come to a halt
25894;Holding something
42056;Pushing something from right to left
18057;Wiping something off of something
92039;Taking one of many similar things on the table
95225;Poking a hole into something soft
82527;Plugging something into something but pulling it right out as you remove your hand
44310;Pushing something so it spins
99624;Putting something onto something else that cannot support it so it falls down
7174;Holding something next to something
41380;Uncovering something
102464;Taking one of many similar things on the table
77732;Tearing something just a little bit
25760;Pushing something so it spins
37958;Poking a stack of something so the stack collapses
11398;Pretending to close something without actually closing it
49983;Bending something until it breaks
90739;Digging something out of something
95597;Dropping something behind something
102813;Turning something upside down
34687;Showing something to the camera
53129;Moving something away from the camera
35887;Pretending to be tearing something that is not tearable
78307;Putting something on the edge of something so it is not supported and falls down
12205;Pretending or trying and failing to twist something
6787;Moving something down
53739;Poking something so that it falls over
32945;Lifting something up completely, then letting it drop down
20048;Pushing something so that it slightly moves
36346;Putting something in front of something
87272;Attaching something to something
62404;Taking something from somewhere
51550;Putting something next to something
81555;Pretending to throw something
62618;Twisting something
38570;Piling something up
23498;Opening something
63543;Turning the camera left while filming something
55041;Holding something over something
47483;Throwing something
16643;Removing something, revealing something behind
25055;Trying to bend something unbendable so nothing happens
16369;Approaching something with your camera
86862;Putting something onto something
55779;Pretending to throw something
11680;Putting something that cannot actually stand upright upright on the table, so it falls on its side
17668;Poking something so it slightly moves
99934;Throwing something in the air and catching it
12382;Squeezing something
64077;Putting something into something
51572;Pretending to be tearing something that is not tearable
93942;Holding something in front of something
94069;Putting something similar to other things that are already on the table
12996;Showing something next to something
102317;Putting something that cannot actually stand upright upright on the table, so it falls on its side
61703;Dropping something onto something
80671;Stacking number of something
55248;Picking something up
57861;Pushing something so that it falls off the table
24954;Putting something, something and something on the table
90362;Moving something across a surface without it falling down
87497;Rolling something on a flat surface
47652;Pretending to put something into something
12841;Poking something so that it falls over
25785;Bending something until it breaks
34855;Pushing something so that it falls off the table
83858;Pretending to pick something up
76932;Unfolding something
82068;Putting something on the edge of something so it is not supported and falls down
65627;Putting something behind something
46311;Putting something on a surface
83725;Lifting something up completely, then letting it drop down
90614;Pretending to put something underneath something
48972;Removing something, revealing something behind
81388;Holding something next to something
41302;Tearing something into two pieces
71596;Spreading something onto something
81114;Something falling like a feather or paper
10858;Scooping something up with something
102443;Lifting something with something on it
44289;Moving something closer to something
76766;Moving something across a surface without it falling down
23712;Taking something from somewhere
57681;Pretending to turn something upside down
12644;Putting something into something
27113;Laying something on the table on its side, not upright
58125;Closing something
51340;Approaching something with your camera
16394;Plugging something into something
41847;Moving something away from something
43821;Pretending to close something without actually closing it
46471;Showing that something is empty
16033;Touching (without moving) part of something
16516;Throwing something in the air and catching it
94640;Laying something on the table on its side, not upright
83955;Turning the camera downwards while filming something
54384;Moving something and something so they pass each other
57307;Letting something roll along a flat surface
90987;Tearing something just a little bit
86063;Putting something, something and something on the table
22779;Burying something in something
45209;Pushing something so that it slightly moves
22429;Dropping something in front of something
47131;Something falling like a rock
8488;Pulling something from left to right
37395;Holding something next to something
58156;Opening something
81467;Pushing something from right to left
42163;Turning the camera right while filming something
90172;Pushing something from right to left
22904;Holding something in front of something
78577;Pushing something from right to left
14732;Pretending to put something onto something
58063;Pretending to close something without actually closing it
28490;Tipping something with something in it over, so something in it falls out
30889;Poking a stack of something so the stack collapses
24105;Showing a photo of something to the camera
